frequency_hz,acceleration_m_s2,displacement_um
1.000000000000000000e+01,5.307047831593081355e-05,2.596618064308187784e-02
1.020000000000000107e+01,4.421658013598062098e-05,1.945426301693593471e-02
1.040000000000000036e+01,5.999244604026898742e-05,2.724480674913340797e-02
1.060000000000000142e+01,3.517566437949426472e-05,1.472600893428825317e-02
1.080000000000000071e+01,4.670603811973705888e-05,2.530842414867520360e-02
1.100000000000000000e+01,2.249825411126948893e-05,1.180748713748809055e-02
1.120000000000000107e+01,1.976356179511640221e-05,1.735580400940889972e-02
1.140000000000000036e+01,4.153953705099411309e-05,6.361603556348453814e-03
1.160000000000000142e+01,5.665384378517046571e-05,2.006250064335676417e-02
1.180000000000000071e+01,2.168406717828474939e-05,1.778658861071403044e-02
1.200000000000000000e+01,3.227638080716133118e-05,1.809642820728194629e-02
1.220000000000000107e+01,3.785722947213798761e-05,1.369474955004727074e-02
1.240000000000000036e+01,2.653924821061082184e-05,1.554811070109566283e-02
1.260000000000000142e+01,3.528151137288659811e-05,1.762980749167522218e-02
1.280000000000000071e+01,4.259796696715056896e-05,6.966732725847551988e-03
1.300000000000000000e+01,6.999240576988086104e-05,2.127121291766263453e-02
1.320000000000000107e+01,3.052138345083221793e-05,1.178790056340229229e-02
1.340000000000000036e+01,5.049494939157739282e-05,1.911080079432897136e-02
1.360000000000000142e+01,5.165029506315477192e-05,1.464769497491640558e-02
1.380000000000000071e+01,5.662140756612643600e-05,1.220776559016817885e-02
1.400000000000000000e+01,7.707982877036556602e-05,1.966225179595919997e-02
1.420000000000000107e+01,8.240210445364937186e-05,1.642709727963758207e-02
1.440000000000000036e+01,1.150630778283812106e-04,2.438439815569587096e-02
1.460000000000000142e+01,6.995932199060916901e-05,1.506345384702913182e-02
1.480000000000000071e+01,5.837506978423334658e-05,1.059688959569906642e-02
1.500000000000000000e+01,3.387799733900465071e-05,1.022991859745285559e-02
1.520000000000000107e+01,7.828874367987737060e-05,1.573701180717945389e-02
1.540000000000000036e+01,6.971449329284951091e-05,1.672575601049457183e-02
1.560000000000000142e+01,1.026500031002797186e-04,1.303766376126491190e-02
1.580000000000000071e+01,1.036720786942169070e-04,1.416800352045414352e-02
1.600000000000000000e+01,6.907909846631810069e-05,1.183728594169102498e-02
1.619999999999999929e+01,1.108818687498569489e-04,1.766080038013945891e-02
1.640000000000000213e+01,1.306225603912025690e-04,1.917148535470531920e-02
1.660000000000000142e+01,1.603179844096302986e-04,2.040338628193723303e-02
1.680000000000000071e+01,1.374873390886932611e-04,1.965584028498701397e-02
1.700000000000000000e+01,1.239083940163254738e-04,1.629102607299530089e-02
1.719999999999999929e+01,2.170685766031965613e-04,2.398749148781840687e-02
1.740000000000000213e+01,3.214684838894754648e-04,3.038143193444221499e-02
1.760000000000000142e+01,4.388383822515606880e-04,3.843893038221860708e-02
1.780000000000000071e+01,5.464620189741253853e-04,4.741840275916129471e-02
1.800000000000000000e+01,1.253079739399254322e-03,9.873760584373025839e-02
1.819999999999999929e+01,1.986638642847537994e-03,1.519831293438452524e-01
1.840000000000000213e+01,2.354905445827171206e-04,2.586347622380668829e-02
1.860000000000000142e+01,8.185988990589976311e-04,5.613766905673496510e-02
1.880000000000000071e+01,3.939390880987048149e-04,2.627244465004489882e-02
1.900000000000000000e+01,3.532559785526245832e-04,2.287086085380811776e-02
1.920000000000000284e+01,1.759929727995768189e-04,1.396044256029270979e-02
1.940000000000000213e+01,2.130640641553327441e-04,1.572593416159980689e-02
1.960000000000000142e+01,1.598335511516779661e-04,1.205402915249382569e-02
1.980000000000000071e+01,7.253614603541791439e-05,9.379745903707999155e-03
2.000000000000000000e+01,1.274917740374803543e-04,9.563426602896874656e-03
2.020000000000000284e+01,1.025205638143233955e-04,1.024934395008534303e-02
2.040000000000000213e+01,7.312082016142085195e-05,7.735120471330053822e-03
2.060000000000000142e+01,8.990204514702782035e-05,1.089307938964223163e-02
2.080000000000000071e+01,9.155969019047915936e-05,9.389876950832215172e-03
2.100000000000000000e+01,6.866058538435027003e-05,8.138079537516614004e-03
2.120000000000000284e+01,8.325305680045858026e-05,6.949127727124073881e-03
2.140000000000000213e+01,7.579574594274163246e-05,8.316834131918139986e-03
2.160000000000000142e+01,8.116941171465441585e-05,8.958666323083262079e-03
2.180000000000000071e+01,6.377825775416567922e-05,8.011506383164338635e-03
2.200000000000000000e+01,5.156223414815030992e-05,5.475694377675408876e-03
2.220000000000000284e+01,8.384333341382443905e-05,7.162042168244771821e-03
2.240000000000000213e+01,4.525236727204173803e-05,7.211552092337821830e-03
2.260000000000000142e+01,5.957174653303809464e-05,8.367229029798570195e-03
2.280000000000000071e+01,5.253123163129203022e-05,7.809665689444711748e-03
2.300000000000000000e+01,5.547800174099393189e-05,6.281190310043548858e-03
2.320000000000000284e+01,3.082293551415205002e-05,5.767789403218823510e-03
2.340000000000000213e+01,3.126651790807954967e-05,6.434909323831347963e-03
2.360000000000000142e+01,3.382680006325244904e-05,8.344494513700586452e-03
2.380000000000000071e+01,5.092878564028069377e-05,8.509231192255517842e-03
2.400000000000000000e+01,6.194522575242444873e-05,7.676994980984322772e-03
2.420000000000000284e+01,6.179513002280145884e-05,6.675775590806965094e-03
2.440000000000000213e+01,6.840209971414878964e-05,8.063400353174376978e-03
2.460000000000000142e+01,3.999148611910641193e-05,7.222831973556143557e-03
2.480000000000000071e+01,2.613543438201304525e-05,6.088653949155076878e-03
2.500000000000000000e+01,3.711348836077377200e-05,7.557364232141608462e-03
2.520000000000000284e+01,9.426905307918787003e-05,9.379340607955850492e-03
2.540000000000000213e+01,4.436087692738510668e-05,8.086119451831090890e-03
2.560000000000000142e+01,1.100542722269892693e-04,9.915182480158553358e-03
2.580000000000000071e+01,4.993027323507703841e-05,8.058096263179444219e-03
2.600000000000000000e+01,4.031016578665003181e-05,6.120757776012375126e-03
2.620000000000000284e+01,1.713926940283272415e-05,6.627272993970854432e-03
2.640000000000000213e+01,6.782870332244783640e-05,8.080252011628060935e-03
2.660000000000000142e+01,6.460791337303817272e-05,6.874617625597417153e-03
2.680000000000000071e+01,4.620588515535928309e-05,7.060707179370103240e-03
2.700000000000000000e+01,1.467928450438193977e-05,6.411793329514930799e-03
2.720000000000000284e+01,6.366626621456816792e-05,7.676882734341521942e-03
2.740000000000000213e+01,7.467014074791222811e-05,7.682513249240391535e-03
2.760000000000000142e+01,3.220847429474815726e-05,6.830085529106610584e-03
2.780000000000000071e+01,4.655148586607538164e-05,7.003573485373618818e-03
2.800000000000000000e+01,9.510576637694612145e-05,6.915572850624715669e-03
2.820000000000000284e+01,6.927577487658709288e-05,6.182773622443294738e-03
2.840000000000000213e+01,5.654304914060048759e-05,6.997203277690361607e-03
2.860000000000000142e+01,4.836549487663432956e-05,6.881817056327158358e-03
2.880000000000000071e+01,9.904773469315841794e-05,8.717562306768433453e-03
2.900000000000000000e+01,1.379493187414482236e-04,9.326048588758762206e-03
2.920000000000000284e+01,1.838411844801157713e-04,1.007273898741232153e-02
2.940000000000000213e+01,3.093601553700864315e-04,1.396585723285274916e-02
2.960000000000000142e+01,9.439024142920970917e-04,3.192708888811442158e-02
2.980000000000000071e+01,7.110940059646964073e-04,1.609136620019897823e-02
3.000000000000000000e+01,2.674698771443217993e-04,4.448617638175851770e-03
3.020000000000000284e+01,1.425587106496095657e-04,2.877482442223161085e-03
3.040000000000000213e+01,1.261057332158088684e-04,2.026159667033875650e-03
3.060000000000000142e+01,1.120067827287130058e-04,3.662412515029060504e-03
3.080000000000000071e+01,2.794017927953973413e-05,4.706693729098508638e-03
3.100000000000000000e+01,9.440637950319796801e-05,3.516958873791666777e-03
3.120000000000000284e+01,5.389007856138050556e-05,4.234017507461137857e-03
3.140000000000000213e+01,5.140623397892341018e-05,4.437851195396867558e-03
3.160000000000000142e+01,7.199450919870287180e-05,4.071796833335326882e-03
3.180000000000000071e+01,5.030102693126536906e-05,3.956930078856364143e-03
3.200000000000000000e+01,4.204186916467733681e-05,4.522436946108120137e-03
3.220000000000000284e+01,5.258069722913205624e-05,3.877990604222151475e-03
3.239999999999999858e+01,9.230453542841132730e-06,5.207770612256484681e-03
3.260000000000000142e+01,1.994670310523360968e-05,4.695521119948802870e-03
3.280000000000000426e+01,5.923683784203603864e-05,3.839407045788983692e-03
3.300000000000000000e+01,5.474700446939095855e-05,3.768559518139565859e-03
3.320000000000000284e+01,4.953520692652091384e-05,3.869163564020881765e-03
3.339999999999999858e+01,8.799513125268276781e-06,4.940931376758760443e-03
3.360000000000000142e+01,3.137823296128772199e-05,4.631307455865339706e-03
3.380000000000000426e+01,5.356222118280129507e-06,4.793462926376589224e-03
3.400000000000000000e+01,4.714686838269699365e-06,4.841162168617557833e-03
3.420000000000000284e+01,3.285343700554221869e-05,4.167217535202540242e-03
3.439999999999999858e+01,1.293835975957335904e-05,5.053254240751911541e-03
3.460000000000000142e+01,3.486836430965922773e-05,4.711389542654807229e-03
3.480000000000000426e+01,6.252256571315228939e-05,4.499051374270339985e-03
3.500000000000000000e+01,3.398226681383675896e-06,4.778781006726499740e-03
3.520000000000000284e+01,6.523790943901985884e-05,3.503307960750954263e-03
3.539999999999999858e+01,4.608563540386967361e-05,5.587255058187029153e-03
3.560000000000000142e+01,1.813885501178447157e-05,4.303243197461317261e-03
3.580000000000000426e+01,1.723534114717040211e-05,4.327758038072881779e-03
3.600000000000000000e+01,5.983329174341633916e-05,3.530132866380393704e-03
3.620000000000000284e+01,9.029184184328187257e-06,4.458322712668428417e-03
3.639999999999999858e+01,4.525228723650798202e-05,4.966161298111719524e-03
3.660000000000000142e+01,5.856706047779880464e-05,3.528681855763008725e-03
3.680000000000000426e+01,3.016591472260188311e-05,4.739414982617334675e-03
3.700000000000000000e+01,2.113908522005658597e-05,4.441298525998256010e-03
3.720000000000000284e+01,1.169982260762481019e-05,4.424484353732118479e-03
3.739999999999999858e+01,6.206194666447117925e-05,3.483491799721607964e-03
3.760000000000000142e+01,8.630767297290731221e-06,4.259719125911122159e-03
3.780000000000000426e+01,4.239978807163424790e-05,3.663743026315980332e-03
3.800000000000000000e+01,3.219616701244376600e-05,4.845139800757149867e-03
3.820000000000000284e+01,2.290666634507942945e-05,4.653780229164505670e-03
3.840000000000000568e+01,5.320214768289588392e-05,3.687114354461969775e-03
3.860000000000000142e+01,2.000325548578985035e-05,4.106424714552377349e-03
3.880000000000000426e+01,5.791381045128218830e-05,5.230022828752269905e-03
3.900000000000000000e+01,3.876160917570814490e-05,3.897931230689300874e-03
3.920000000000000284e+01,6.086477878852747381e-05,3.231144190622143534e-03
3.940000000000000568e+01,2.138178933819290251e-05,4.042217735900309299e-03
3.960000000000000142e+01,4.297866689739748836e-05,4.451639038955604658e-03
3.980000000000000426e+01,3.193130032741464674e-05,4.426968568043712637e-03
4.000000000000000000e+01,2.841472814907319844e-05,4.008635445731674636e-03
4.020000000000000284e+01,2.602851600386202335e-05,4.120709113856934475e-03
4.040000000000000568e+01,2.331702671654056758e-05,4.334978976012549175e-03
4.060000000000000142e+01,4.872982026427052915e-05,4.837451096904037302e-03
4.080000000000000426e+01,5.985712778056040406e-05,3.402798308580603625e-03
4.100000000000000000e+01,8.305369556182995439e-05,2.908333282646102629e-03
4.120000000000000284e+01,2.885475987568497658e-05,4.153817389949221971e-03
4.140000000000000568e+01,3.558422395144589245e-05,3.522119703057456641e-03
4.160000000000000142e+01,1.185663859359920025e-05,3.940590565202643260e-03
4.180000000000000426e+01,7.573526818305253983e-05,4.483460074274770238e-03
4.200000000000000000e+01,5.846634303452447057e-05,3.284981950034831805e-03
4.220000000000000284e+01,5.772478471044450998e-05,3.388176874731696486e-03
4.240000000000000568e+01,5.080365735921077430e-05,3.695569679348419210e-03
4.260000000000000142e+01,9.352601045975461602e-05,2.615457398422671442e-03
4.280000000000000426e+01,1.639524125494062901e-04,5.623735491242657161e-03
4.300000000000000000e+01,2.341345634704339318e-06,3.860554298376586008e-03
4.320000000000000284e+01,6.415401730919256806e-05,4.692335186732945682e-03
4.340000000000000568e+01,1.271674991585314274e-04,5.306646131348548290e-03
4.360000000000000142e+01,5.940999108133837581e-05,4.454024655966965646e-03
4.380000000000000426e+01,1.139912856160663068e-04,4.529409791929568663e-03
4.400000000000000000e+01,8.298692409880459309e-05,4.729107466306036942e-03
4.420000000000000284e+01,5.109508128953166306e-05,3.487861630066426202e-03
4.440000000000000568e+01,1.406295050401240587e-04,3.855163989421411981e-03
4.460000000000000142e+01,6.807046156609430909e-05,3.371649396570145212e-03
4.480000000000000426e+01,4.523887400864623487e-05,4.238476728771057092e-03
4.500000000000000000e+01,1.331790990661829710e-04,5.199603997164101848e-03
4.520000000000000284e+01,5.212569885770790279e-05,4.266837631738734996e-03
4.540000000000000568e+01,5.209411392570473254e-05,3.338705290855207512e-03
4.560000000000000142e+01,4.777598223881796002e-05,4.223044343821153422e-03
4.580000000000000426e+01,3.149105032207444310e-05,4.004187326276112228e-03
4.600000000000000000e+01,2.351919101784005761e-05,3.378933412269757158e-03
4.620000000000000284e+01,2.446134021738544106e-05,3.696635820663600209e-03
4.640000000000000568e+01,9.065028280019760132e-05,2.958353774305452159e-03
4.660000000000000142e+01,7.437155727529898286e-05,3.373248550909814861e-03
4.680000000000000426e+01,5.071998020866885781e-05,2.970592334434153312e-03
4.700000000000000000e+01,6.949486123630777001e-05,2.749507276137978795e-03
4.720000000000000284e+01,7.328554784180596471e-05,3.530612155656112378e-03
4.740000000000000568e+01,3.450651638559065759e-05,3.283044232181160735e-03
4.760000000000000142e+01,2.236612453998532146e-05,3.731844314962179388e-03
4.780000000000000426e+01,8.899380918592214584e-05,3.659417751212631909e-03
4.800000000000000000e+01,7.611222099512815475e-05,3.695788212597908226e-03
4.820000000000000284e+01,6.193714216351509094e-05,2.871228657698797742e-03
4.840000000000000568e+01,6.955410208320245147e-05,3.389649858898770469e-03
4.860000000000000142e+01,1.024985540425404906e-04,2.375238393211615614e-03
4.880000000000000426e+01,2.276699524372816086e-04,1.523281218048199966e-03
4.900000000000000000e+01,1.170229224953800440e-04,4.623385530106955549e-03
4.920000000000000284e+01,8.252174302469938993e-05,4.168271978910194527e-03
4.940000000000000568e+01,3.703795300680212677e-05,3.703420552850527313e-03
4.960000000000000142e+01,6.503969780169427395e-05,3.602581208867402639e-03
4.980000000000000426e+01,1.855273876572027802e-05,3.247569461303610391e-03
5.000000000000000000e+01,3.229766662116162479e-05,3.644614283863270143e-03
5.020000000000000284e+01,7.066823309287428856e-05,3.933237978972570562e-03
5.040000000000000568e+01,7.460728375008329749e-05,4.037925352883818889e-03
5.060000000000000142e+01,3.293742702226154506e-05,3.553190942995326698e-03
5.080000000000000426e+01,1.287452505494002253e-05,3.234196565271182239e-03
5.100000000000000000e+01,3.935792847187258303e-05,3.577027029568071066e-03
5.120000000000000284e+01,3.829128399956971407e-05,3.584973938003197663e-03
5.140000000000000568e+01,5.136169056640937924e-05,3.606771593706320153e-03
5.160000000000000142e+01,6.410253263311460614e-05,3.741263985190805552e-03
5.180000000000000426e+01,3.911626481567509472e-05,3.235311196448701753e-03
5.200000000000000000e+01,5.788963972008787096e-05,3.707640086928182862e-03
5.220000000000000284e+01,2.991676046804059297e-05,3.457610254918543156e-03
5.240000000000000568e+01,5.168176357983611524e-05,3.639717261443658168e-03
5.260000000000000142e+01,1.068210258381441236e-05,3.098975540951418549e-03
5.280000000000000426e+01,2.535819839977193624e-05,3.255631040821493037e-03
5.300000000000000000e+01,3.810045018326491117e-05,3.343885910847270004e-03
5.320000000000000284e+01,3.500157254165969789e-05,3.302916535384172684e-03
5.340000000000000568e+01,3.334654365971800871e-06,3.131294704097569055e-03
5.360000000000000142e+01,4.316550621297210455e-05,3.246802677037165501e-03
5.380000000000000426e+01,5.490697003551758826e-05,2.948067048984849992e-03
5.400000000000000000e+01,1.609707214811351150e-05,3.215292678036564631e-03
5.420000000000000284e+01,3.936758730560541153e-05,3.219167580821589818e-03
5.440000000000000568e+01,3.094367639278061688e-05,3.045544708106952703e-03
5.460000000000000142e+01,4.318732680985704064e-05,3.395340620735084157e-03
5.480000000000000426e+01,4.063545202370733023e-05,3.361293472722128809e-03
5.500000000000000000e+01,6.404179293895140290e-05,3.329003217847794575e-03
5.520000000000000284e+01,3.879202267853543162e-05,3.274493308268374217e-03
5.540000000000000568e+01,2.707826206460595131e-05,2.954037697886235849e-03
5.560000000000000142e+01,1.750719093251973391e-05,3.126251797173555929e-03
5.580000000000000426e+01,4.241676651872694492e-05,3.302911385979920289e-03
5.600000000000000000e+01,3.387085598660632968e-05,3.239395119450756960e-03
5.620000000000000284e+01,1.482899824623018503e-05,2.954481279803246232e-03
5.640000000000000568e+01,2.472580308676697314e-05,3.062462934391899962e-03
5.660000000000000142e+01,5.803292151540517807e-05,3.393236004548182572e-03
5.680000000000000426e+01,8.311397687066346407e-05,3.440967853447510216e-03
5.700000000000000000e+01,4.837596861761994660e-05,2.949556179427945471e-03
5.720000000000000284e+01,6.835073872935026884e-05,3.191927890988468120e-03
